arm,stt,citation_recall,citation_precision,citation_f1,citation_display_rate,bertscore_p,bertscore_r,bertscore_f1,rouge1,rouge2,rougeL,bleu,latency_s,prolog_first_try_solution,repair_invoked,repair_success,pred_citation_parse_errors,record_path
logic_lm_hyde_semantic,191,0.0,0.0,0.0,1.0,0.766,0.7416,0.7536,0.7059,0.3459,0.3743,0.0979,27.753,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A191.json
logic_lm_hyde_semantic,192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.677,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A192.json
logic_lm_hyde_semantic,193,0.0,0.0,0.0,1.0,0.7029,0.721,0.7119,0.6121,0.287,0.3362,0.0237,22.107,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A193.json
logic_lm_hyde_semantic,194,0.0,0.0,0.0,1.0,0.6769,0.697,0.6868,0.6729,0.217,0.3364,0.0407,18.114,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A194.json
logic_lm_hyde_semantic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.005,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A2.json
logic_lm_hyde_semantic,200,0.0,0.0,0.0,1.0,0.7214,0.7523,0.7365,0.5972,0.2584,0.3886,0.1132,25.172,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A200.json
logic_lm_hyde_semantic,23,0.0,0.0,0.0,1.0,0.7588,0.6686,0.7109,0.2039,0.1317,0.148,0.0012,32.532,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A23.json
logic_lm_hyde_semantic,24,0.0,0.0,0.0,1.0,0.7432,0.6669,0.703,0.3341,0.2098,0.2413,0.0129,17.232,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A24.json
logic_lm_hyde_semantic,25,0.0,0.0,0.0,1.0,0.6974,0.6265,0.66,0.2762,0.1703,0.2063,0.0039,29.466,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A25.json
logic_lm_hyde_semantic,27,0.0,0.0,0.0,1.0,0.7428,0.7109,0.7265,0.3852,0.2228,0.248,0.021,37.115,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A27.json
logic_lm_hyde_semantic,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.979,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A29.json
logic_lm_hyde_semantic,36,0.0,0.0,0.0,1.0,0.744,0.747,0.7455,0.6452,0.2717,0.3226,0.0953,24.885,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A36.json
logic_lm_hyde_semantic,40,0.0,0.0,0.0,1.0,0.7465,0.7368,0.7416,0.55,0.2727,0.35,0.0875,34.286,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A40.json
logic_lm_hyde_semantic,41,0.0,0.0,0.0,1.0,0.8166,0.7966,0.8065,0.6897,0.408,0.3251,0.1954,19.521,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A41.json
logic_lm_hyde_semantic,51,0.0,0.0,0.0,1.0,0.7027,0.7082,0.7054,0.614,0.2478,0.3158,0.0306,29.217,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A51.json
logic_lm_hyde_semantic,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.556,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A56.json
logic_lm_hyde_semantic,57,0.0,0.0,0.0,1.0,0.7526,0.7102,0.7308,0.594,0.2576,0.3383,0.0376,19.312,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A57.json
logic_lm_hyde_semantic,58,0.0,0.0,0.0,1.0,0.6551,0.7216,0.6867,0.511,0.1067,0.2731,0.0314,40.065,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A58.json
logic_lm_hyde_semantic,60,0.0,0.0,0.0,1.0,0.6916,0.7497,0.7195,0.5869,0.3424,0.2857,0.1124,31.457,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A60.json
logic_lm_hyde_semantic,63,0.0,0.0,0.0,1.0,0.7114,0.7132,0.7123,0.6025,0.2532,0.3264,0.0627,21.213,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A63.json
logic_lm_hyde_semantic,68,0.0,0.0,0.0,1.0,0.6642,0.6855,0.6747,0.6882,0.2527,0.3154,0.018,23.373,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A68.json
logic_lm_hyde_semantic,7,0.0,0.0,0.0,1.0,0.7626,0.6871,0.7229,0.3524,0.2105,0.2381,0.033,22.319,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A7.json
logic_lm_hyde_semantic,71,0.0,0.0,0.0,1.0,0.7119,0.7047,0.7083,0.5566,0.219,0.3019,0.0322,25.755,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A71.json
logic_lm_hyde_semantic,72,0.0,0.0,0.0,1.0,0.7122,0.7237,0.7179,0.5933,0.2222,0.3062,0.072,21.573,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A72.json
logic_lm_hyde_semantic,8,0.0,0.0,0.0,1.0,0.7046,0.6198,0.6595,0.2516,0.184,0.1966,0.0022,20.158,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A8.json
logic_lm_hyde_semantic,87,0.0,0.0,0.0,1.0,0.6866,0.7169,0.7014,0.5,0.1789,0.2604,0.0288,21.367,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A87.json
logic_lm_hyde_semantic,88,0.0,0.0,0.0,1.0,0.6906,0.7035,0.697,0.5123,0.209,0.3054,0.033,22.581,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A88.json
logic_lm_hyde_semantic,89,0.0,0.0,0.0,1.0,0.7566,0.7382,0.7473,0.6952,0.3173,0.4,0.0971,20.187,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A89.json
logic_lm_hyde_semantic,9,0.0,0.0,0.0,1.0,0.7235,0.666,0.6936,0.2915,0.1757,0.1839,0.003,25.036,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A9.json
logic_lm_hyde_semantic,92,0.0,0.0,0.0,1.0,0.6888,0.6962,0.6925,0.6215,0.257,0.3745,0.0436,34.477,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A92.json
logic_lm_hyde_semantic,99,0.0,0.0,0.0,1.0,0.6798,0.6918,0.6857,0.5455,0.1739,0.3062,0.0254,22.539,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic\A99.json
logic_lm_hyde_semantic_nohyp,109,0.0,0.0,0.0,1.0,0.6838,0.7101,0.6967,0.5158,0.2021,0.3053,0.0269,13.44,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A109.json
logic_lm_hyde_semantic_nohyp,110,0.0,0.0,0.0,1.0,0.672,0.675,0.6735,0.601,0.2094,0.3212,0.0183,12.128,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A110.json
logic_lm_hyde_semantic_nohyp,116,0.0,0.0,0.0,1.0,0.6627,0.6871,0.6747,0.5333,0.1614,0.2489,0.0173,13.421,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A116.json
logic_lm_hyde_semantic_nohyp,119,0.0,0.0,0.0,1.0,0.7266,0.742,0.7342,0.5877,0.3349,0.3697,0.0347,10.155,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A119.json
logic_lm_hyde_semantic_nohyp,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.475,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A12.json
logic_lm_hyde_semantic_nohyp,131,0.0,0.0,0.0,1.0,0.6677,0.7282,0.6967,0.6545,0.2385,0.2909,0.0434,14.117,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A131.json
logic_lm_hyde_semantic_nohyp,139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.198,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A139.json
logic_lm_hyde_semantic_nohyp,141,0.0,0.0,0.0,1.0,0.6865,0.6903,0.6884,0.5566,0.1619,0.2925,0.0174,12.984,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A141.json
logic_lm_hyde_semantic_nohyp,145,0.0,0.0,0.0,1.0,0.678,0.7064,0.6919,0.6026,0.1586,0.3057,0.0177,10.052,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A145.json
logic_lm_hyde_semantic_nohyp,152,0.0,0.0,0.0,1.0,0.71,0.7085,0.7093,0.56,0.1794,0.3022,0.034,16.015,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A152.json
logic_lm_hyde_semantic_nohyp,153,0.0,0.0,0.0,1.0,0.6683,0.6939,0.6809,0.6567,0.2211,0.3383,0.0469,14.396,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A153.json
logic_lm_hyde_semantic_nohyp,156,0.0,0.0,0.0,1.0,0.6983,0.7201,0.709,0.5556,0.2336,0.3333,0.035,12.729,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A156.json
logic_lm_hyde_semantic_nohyp,165,0.0,0.0,0.0,1.0,0.7422,0.7423,0.7423,0.5896,0.3275,0.4046,0.1523,12.436,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A165.json
logic_lm_hyde_semantic_nohyp,168,0.0,0.0,0.0,1.0,0.7304,0.7251,0.7277,0.5646,0.2222,0.3349,0.0842,12.641,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A168.json
logic_lm_hyde_semantic_nohyp,171,0.0,0.0,0.0,1.0,0.7263,0.753,0.7394,0.5941,0.29,0.3465,0.0921,11.571,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A171.json
logic_lm_hyde_semantic_nohyp,176,0.0,0.0,0.0,1.0,0.6952,0.7107,0.7029,0.6435,0.2456,0.3478,0.0286,11.155,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A176.json
logic_lm_hyde_semantic_nohyp,184,0.0,0.0,0.0,1.0,0.6951,0.71,0.7025,0.49,0.1616,0.28,0.0343,10.902,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A184.json
logic_lm_hyde_semantic_nohyp,185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.893,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A185.json
logic_lm_hyde_semantic_nohyp,188,0.0,0.0,0.0,1.0,0.6743,0.688,0.6811,0.5492,0.1675,0.3005,0.0184,11.134,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A188.json
logic_lm_hyde_semantic_nohyp,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.135,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A191.json
logic_lm_hyde_semantic_nohyp,192,0.0,0.0,0.0,1.0,0.7129,0.6845,0.6984,0.6239,0.2315,0.3028,0.0122,22.187,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A192.json
logic_lm_hyde_semantic_nohyp,193,0.0,0.0,0.0,1.0,0.6769,0.68,0.6784,0.4976,0.2029,0.3254,0.0139,13.774,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A193.json
logic_lm_hyde_semantic_nohyp,194,0.0,0.0,0.0,1.0,0.6884,0.6932,0.6908,0.6117,0.1863,0.3204,0.0247,12.076,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A194.json
logic_lm_hyde_semantic_nohyp,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.66,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A2.json
logic_lm_hyde_semantic_nohyp,200,0.0,0.0,0.0,1.0,0.7174,0.7535,0.735,0.6119,0.2581,0.3836,0.1145,18.459,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A200.json
logic_lm_hyde_semantic_nohyp,23,0.0,0.0,0.0,1.0,0.7637,0.6723,0.7151,0.2092,0.1455,0.1534,0.0015,13.893,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A23.json
logic_lm_hyde_semantic_nohyp,24,0.0,0.0,0.0,1.0,0.7302,0.6633,0.6951,0.3333,0.1953,0.2407,0.0095,10.752,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A24.json
logic_lm_hyde_semantic_nohyp,25,0.0,0.0,0.0,1.0,0.7065,0.6166,0.6585,0.2169,0.1278,0.1859,0.0017,14.275,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A25.json
logic_lm_hyde_semantic_nohyp,27,0.0,0.0,0.0,1.0,0.7462,0.7161,0.7309,0.368,0.2038,0.2293,0.0262,12.504,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A27.json
logic_lm_hyde_semantic_nohyp,29,0.0,0.0,0.0,1.0,0.7424,0.6996,0.7204,0.5088,0.2471,0.2339,0.0448,10.949,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A29.json
logic_lm_hyde_semantic_nohyp,36,0.0,0.0,0.0,1.0,0.7895,0.7878,0.7887,0.6739,0.4066,0.3696,0.1827,10.539,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A36.json
logic_lm_hyde_semantic_nohyp,40,0.0,0.0,0.0,1.0,0.747,0.7387,0.7428,0.57,0.2537,0.3575,0.0757,14.475,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A40.json
logic_lm_hyde_semantic_nohyp,41,0.0,0.0,0.0,1.0,0.783,0.8052,0.7939,0.7143,0.4234,0.3839,0.1701,13.294,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A41.json
logic_lm_hyde_semantic_nohyp,51,0.0,0.0,0.0,1.0,0.6937,0.712,0.7027,0.6883,0.2367,0.3644,0.0214,12.328,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A51.json
logic_lm_hyde_semantic_nohyp,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.24,False,True,False,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A56.json
logic_lm_hyde_semantic_nohyp,57,0.0,0.0,0.0,1.0,0.7284,0.7292,0.7288,0.6204,0.2574,0.2993,0.0206,10.463,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A57.json
logic_lm_hyde_semantic_nohyp,58,0.0,0.0,0.0,1.0,0.6934,0.7247,0.7087,0.5688,0.1574,0.3394,0.0319,16.869,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A58.json
logic_lm_hyde_semantic_nohyp,60,0.0,0.0,0.0,1.0,0.6849,0.7426,0.7126,0.6061,0.3053,0.3258,0.1214,16.197,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A60.json
logic_lm_hyde_semantic_nohyp,63,0.0,0.0,0.0,1.0,0.7238,0.7243,0.7241,0.5983,0.2586,0.3077,0.0523,15.845,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A63.json
logic_lm_hyde_semantic_nohyp,68,0.0,0.0,0.0,1.0,0.6649,0.6864,0.6755,0.6617,0.1948,0.2974,0.0171,14.383,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A68.json
logic_lm_hyde_semantic_nohyp,7,0.0,0.0,0.0,1.0,0.759,0.6852,0.7202,0.3325,0.184,0.2313,0.0275,15.606,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A7.json
logic_lm_hyde_semantic_nohyp,71,0.0,0.0,0.0,1.0,0.739,0.7232,0.731,0.5567,0.2812,0.3093,0.0492,14.084,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A71.json
logic_lm_hyde_semantic_nohyp,72,0.0,0.0,0.0,1.0,0.6706,0.715,0.6921,0.6494,0.2533,0.2857,0.0817,19.594,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A72.json
logic_lm_hyde_semantic_nohyp,8,0.0,0.0,0.0,1.0,0.6918,0.6128,0.6499,0.2081,0.1328,0.1514,0.0005,15.556,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A8.json
logic_lm_hyde_semantic_nohyp,87,0.0,0.0,0.0,1.0,0.6956,0.7357,0.7151,0.5408,0.2268,0.3061,0.0808,20.369,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A87.json
logic_lm_hyde_semantic_nohyp,88,0.0,0.0,0.0,1.0,0.6906,0.714,0.7021,0.5048,0.2596,0.2952,0.0406,16.296,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A88.json
logic_lm_hyde_semantic_nohyp,89,0.0,0.0,0.0,1.0,0.7103,0.7328,0.7214,0.6573,0.2654,0.385,0.093,10.484,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A89.json
logic_lm_hyde_semantic_nohyp,9,0.0,0.0,0.0,1.0,0.7281,0.6574,0.691,0.2752,0.1613,0.1606,0.0021,12.815,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A9.json
logic_lm_hyde_semantic_nohyp,92,0.0,0.0,0.0,1.0,0.6499,0.6623,0.656,0.5645,0.2033,0.3226,0.0366,30.768,False,True,True,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A92.json
logic_lm_hyde_semantic_nohyp,99,0.0,0.0,0.0,1.0,0.6979,0.7063,0.702,0.5226,0.1929,0.3216,0.027,13.483,True,False,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\logic_lm_hyde_semantic_nohyp\A99.json
qa_hyde_semantic,109,0.0,0.0,0.0,1.0,0.6704,0.7275,0.6978,0.5097,0.2507,0.2992,0.0496,5.967,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A109.json
qa_hyde_semantic,110,0.0,0.0,0.0,1.0,0.6608,0.6281,0.644,0.5165,0.1333,0.2857,0.0215,3.832,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A110.json
qa_hyde_semantic,116,0.0,0.0,0.0,1.0,0.6471,0.644,0.6455,0.4817,0.2086,0.2805,0.0193,4.902,,,,,E:\legal-graph-kb\experiments\02_logic_lm_hyde_semantic\results\qa_hyde_semantic\A116.json
